method,game,iter,reward
brute,airstriker,27937,240
brute,airstriker,27938,580
brute,airstriker,27939,260
brute,airstriker,27940,1620
brute,airstriker,27941,920
brute,airstriker,27942,1620
brute,airstriker,27943,900
brute,airstriker,27944,980
brute,airstriker,27945,440
brute,airstriker,27946,240
brute,airstriker,27947,1620
brute,airstriker,27948,980
brute,airstriker,27949,640
brute,airstriker,27950,1420
brute,airstriker,27951,200
brute,airstriker,27952,760
brute,airstriker,27953,1620
brute,airstriker,27954,1620
brute,airstriker,27955,560
brute,airstriker,27956,260
brute,airstriker,27957,1620
brute,airstriker,27958,200
brute,airstriker,27959,1620
brute,airstriker,27960,1620
brute,airstriker,27961,1620
brute,airstriker,27962,1620
brute,airstriker,27963,440
brute,airstriker,27964,200
brute,airstriker,27965,1000
brute,airstriker,27966,180
brute,airstriker,27967,1620
brute,airstriker,27968,1040
brute,airstriker,27969,1620
brute,airstriker,27970,1620
brute,airstriker,27971,1340
brute,airstriker,27972,780
brute,airstriker,27973,720
brute,airstriker,27974,220
brute,airstriker,27975,1040
brute,airstriker,27976,460
brute,airstriker,27977,960
brute,airstriker,27978,880
brute,airstriker,27979,380
brute,airstriker,27980,600
brute,airstriker,27981,920
brute,airstriker,27982,460
brute,airstriker,27983,640
brute,airstriker,27984,1620
brute,airstriker,27985,900
brute,airstriker,27986,920
brute,airstriker,27987,440
brute,airstriker,27988,960
brute,airstriker,27989,1620
brute,airstriker,27990,380
brute,airstriker,27991,780
brute,airstriker,27992,440
brute,airstriker,27993,1380
brute,airstriker,27994,520
brute,airstriker,27995,1620
brute,airstriker,27996,420
brute,airstriker,27997,1620
brute,airstriker,27998,980
brute,airstriker,27999,620
brute,airstriker,28000,480
brute,airstriker,28001,840
brute,airstriker,28002,1620
brute,airstriker,28003,1620
brute,airstriker,28004,1620
brute,airstriker,28005,400
brute,airstriker,28006,880
brute,airstriker,28007,820
brute,airstriker,28008,1620
brute,airstriker,28009,1140
brute,airstriker,28010,1620
brute,airstriker,28011,960
brute,airstriker,28012,1620
brute,airstriker,28013,380
brute,airstriker,28014,1620
brute,airstriker,28015,1020
brute,airstriker,28016,160
brute,airstriker,28017,740
brute,airstriker,28018,520
brute,airstriker,28019,980
brute,airstriker,28020,1060
brute,airstriker,28021,1620
brute,airstriker,28022,1480
brute,airstriker,28023,1620
brute,airstriker,28024,1620
brute,airstriker,28025,960
brute,airstriker,28026,760
brute,airstriker,28027,240
brute,airstriker,28028,600
brute,airstriker,28029,180
brute,airstriker,28030,1620
brute,airstriker,28031,1620
brute,airstriker,28032,340
brute,airstriker,28033,1620
brute,airstriker,28034,620
brute,airstriker,28035,980
brute,airstriker,28036,1620
brute,airstriker,28037,660
brute,airstriker,28038,1620
brute,airstriker,28039,1620
brute,airstriker,28040,640
brute,airstriker,28041,700
brute,airstriker,28042,980
brute,airstriker,28043,520
brute,airstriker,28044,1620
brute,airstriker,28045,920
brute,airstriker,28046,420
brute,airstriker,28047,320
brute,airstriker,28048,220
brute,airstriker,28049,980
brute,airstriker,28050,540
brute,airstriker,28051,1420
brute,airstriker,28052,1620
brute,airstriker,28053,160
brute,airstriker,28054,1100
brute,airstriker,28055,400
brute,airstriker,28056,440
brute,airstriker,28057,960
brute,airstriker,28058,500
brute,airstriker,28059,1620
brute,airstriker,28060,1180
brute,airstriker,28061,1620
brute,airstriker,28062,640
brute,airstriker,28063,1620
brute,airstriker,28064,1620
brute,airstriker,28065,1620
brute,airstriker,28066,200
brute,airstriker,28067,1620
brute,airstriker,28068,240
brute,airstriker,28069,160
brute,airstriker,28070,1620
brute,airstriker,28071,1620
brute,airstriker,28072,1620
brute,airstriker,28073,280
brute,airstriker,28074,560
brute,airstriker,28075,1280
brute,airstriker,28076,460
brute,airstriker,28077,1620
brute,airstriker,28078,980
brute,airstriker,28079,1620
brute,airstriker,28080,520
brute,airstriker,28081,660
brute,airstriker,28082,920
brute,airstriker,28083,340
brute,airstriker,28084,980
brute,airstriker,28085,540
brute,airstriker,28086,460
brute,airstriker,28087,640
brute,airstriker,28088,420
brute,airstriker,28089,1080
brute,airstriker,28090,1460
brute,airstriker,28091,1180
brute,airstriker,28092,240
brute,airstriker,28093,1620
brute,airstriker,28094,1620
brute,airstriker,28095,1620
brute,airstriker,28096,400
brute,airstriker,28097,1280
brute,airstriker,28098,940
brute,airstriker,28099,560
brute,airstriker,28100,940
brute,airstriker,28101,1620
brute,airstriker,28102,1560
brute,airstriker,28103,1620
brute,airstriker,28104,1400
brute,airstriker,28105,980
brute,airstriker,28106,1620
brute,airstriker,28107,620
brute,airstriker,28108,220
brute,airstriker,28109,1620
brute,airstriker,28110,1620
brute,airstriker,28111,220
brute,airstriker,28112,780
brute,airstriker,28113,1620
brute,airstriker,28114,1620
brute,airstriker,28115,1620
brute,airstriker,28116,1620
brute,airstriker,28117,1620
brute,airstriker,28118,1620
brute,airstriker,28119,940
brute,airstriker,28120,940
brute,airstriker,28121,1620
brute,airstriker,28122,320
brute,airstriker,28123,620
brute,airstriker,28124,1560
brute,airstriker,28125,1620
brute,airstriker,28126,380
brute,airstriker,28127,1420
brute,airstriker,28128,880
brute,airstriker,28129,680
brute,airstriker,28130,360
brute,airstriker,28131,1620
brute,airstriker,28132,1620
brute,airstriker,28133,440
brute,airstriker,28134,200
brute,airstriker,28135,400
brute,airstriker,28136,540
brute,airstriker,28137,540
brute,airstriker,28138,740
brute,airstriker,28139,1000
brute,airstriker,28140,380
brute,airstriker,28141,1620
brute,airstriker,28142,120
brute,airstriker,28143,680
brute,airstriker,28144,920
brute,airstriker,28145,220
brute,airstriker,28146,1020
brute,airstriker,28147,1620
brute,airstriker,28148,1620
brute,airstriker,28149,500
brute,airstriker,28150,460
brute,airstriker,28151,1620
brute,airstriker,28152,660
brute,airstriker,28153,480
brute,airstriker,28154,760
brute,airstriker,28155,1620
brute,airstriker,28156,1620
brute,airstriker,28157,200
brute,airstriker,28158,560
brute,airstriker,28159,1620
brute,airstriker,28160,380
brute,airstriker,28161,320
brute,airstriker,28162,220
brute,airstriker,28163,960
brute,airstriker,28164,1420
brute,airstriker,28165,1180
brute,airstriker,28166,1600
brute,airstriker,28167,440
brute,airstriker,28168,180
brute,airstriker,28169,580
brute,airstriker,28170,900
brute,airstriker,28171,1620
brute,airstriker,28172,500
brute,airstriker,28173,240
brute,airstriker,28174,200
brute,airstriker,28175,1620
brute,airstriker,28176,860
brute,airstriker,28177,160
brute,airstriker,28178,1620
brute,airstriker,28179,1620
brute,airstriker,28180,980
brute,airstriker,28181,1620
brute,airstriker,28182,380
brute,airstriker,28183,240
brute,airstriker,28184,520
brute,airstriker,28185,1620
brute,airstriker,28186,160
brute,airstriker,28187,1620
brute,airstriker,28188,1620
brute,airstriker,28189,1620
brute,airstriker,28190,960
brute,airstriker,28191,300
brute,airstriker,28192,240
brute,airstriker,28193,1620
brute,airstriker,28194,400
brute,airstriker,28195,500
brute,airstriker,28196,680
brute,airstriker,28197,920
brute,airstriker,28198,500
brute,airstriker,28199,840
brute,airstriker,28200,1620
brute,airstriker,28201,560
brute,airstriker,28202,840
brute,airstriker,28203,140
brute,airstriker,28204,640
brute,airstriker,28205,680
brute,airstriker,28206,480
brute,airstriker,28207,500
brute,airstriker,28208,240
brute,airstriker,28209,1440
brute,airstriker,28210,1620
brute,airstriker,28211,1040
brute,airstriker,28212,160
brute,airstriker,28213,220
brute,airstriker,28214,1620
brute,airstriker,28215,1620
brute,airstriker,28216,280
brute,airstriker,28217,1620
brute,airstriker,28218,420
brute,airstriker,28219,1620
brute,airstriker,28220,580
brute,airstriker,28221,1280
brute,airstriker,28222,180
brute,airstriker,28223,680
brute,airstriker,28224,440
brute,airstriker,28225,1620
brute,airstriker,28226,1620
brute,airstriker,28227,1620
brute,airstriker,28228,940
brute,airstriker,28229,640
brute,airstriker,28230,1420
brute,airstriker,28231,1620
brute,airstriker,28232,1000
brute,airstriker,28233,1620
brute,airstriker,28234,1620
brute,airstriker,28235,1620
brute,airstriker,28236,840
brute,airstriker,28237,440
brute,airstriker,28238,640
brute,airstriker,28239,1300
brute,airstriker,28240,1620
brute,airstriker,28241,1620
brute,airstriker,28242,980
brute,airstriker,28243,1620
brute,airstriker,28244,600
brute,airstriker,28245,1620
brute,airstriker,28246,1620
brute,airstriker,28247,1360
brute,airstriker,28248,1440
brute,airstriker,28249,1620
brute,airstriker,28250,1620
brute,airstriker,28251,480
brute,airstriker,28252,1620
brute,airstriker,28253,1620
brute,airstriker,28254,760
brute,airstriker,28255,940
brute,airstriker,28256,820
brute,airstriker,28257,1620
brute,airstriker,28258,1620
brute,airstriker,28259,760
brute,airstriker,28260,440
brute,airstriker,28261,480
brute,airstriker,28262,440
brute,airstriker,28263,720
brute,airstriker,28264,1620
brute,airstriker,28265,1620
brute,airstriker,28266,160
brute,airstriker,28267,1420
brute,airstriker,28268,780
brute,airstriker,28269,240
brute,airstriker,28270,1620
brute,airstriker,28271,340
brute,airstriker,28272,1620
brute,airstriker,28273,1620
brute,airstriker,28274,1620
brute,airstriker,28275,420
brute,airstriker,28276,1620
brute,airstriker,28277,520
brute,airstriker,28278,660
brute,airstriker,28279,120
brute,airstriker,28280,1620
brute,airstriker,28281,1040
brute,airstriker,28282,140
brute,airstriker,28283,1620
brute,airstriker,28284,900
brute,airstriker,28285,140
brute,airstriker,28286,1220
brute,airstriker,28287,1620
brute,airstriker,28288,500
brute,airstriker,28289,940
brute,airstriker,28290,460
brute,airstriker,28291,320
brute,airstriker,28292,480
brute,airstriker,28293,540
brute,airstriker,28294,820
brute,airstriker,28295,260
brute,airstriker,28296,1240
brute,airstriker,28297,1220
brute,airstriker,28298,1620
brute,airstriker,28299,1620
brute,airstriker,28300,1620
brute,airstriker,28301,240
brute,airstriker,28302,1620
brute,airstriker,28303,1620
brute,airstriker,28304,1620
brute,airstriker,28305,1620
brute,airstriker,28306,940
brute,airstriker,28307,160
brute,airstriker,28308,1620
brute,airstriker,28309,520
brute,airstriker,28310,660
brute,airstriker,28311,160
brute,airstriker,28312,960
brute,airstriker,28313,1400
brute,airstriker,28314,1620
brute,airstriker,28315,1620
brute,airstriker,28316,1620
brute,airstriker,28317,520
brute,airstriker,28318,520
brute,airstriker,28319,280
brute,airstriker,28320,900
brute,airstriker,28321,1620
brute,airstriker,28322,640
brute,airstriker,28323,960
brute,airstriker,28324,400
brute,airstriker,28325,640
brute,airstriker,28326,1620
brute,airstriker,28327,1320
brute,airstriker,28328,180
brute,airstriker,28329,1220
brute,airstriker,28330,1620
brute,airstriker,28331,840
brute,airstriker,28332,200
brute,airstriker,28333,800
brute,airstriker,28334,440
brute,airstriker,28335,1620
brute,airstriker,28336,640
brute,airstriker,28337,420
brute,airstriker,28338,540
brute,airstriker,28339,1620
brute,airstriker,28340,340
brute,airstriker,28341,800
brute,airstriker,28342,1620
brute,airstriker,28343,140
brute,airstriker,28344,940
brute,airstriker,28345,1600
brute,airstriker,28346,460
brute,airstriker,28347,180
brute,airstriker,28348,400
brute,airstriker,28349,1620
brute,airstriker,28350,960
brute,airstriker,28351,100
brute,airstriker,28352,260
brute,airstriker,28353,680
brute,airstriker,28354,980
brute,airstriker,28355,760
brute,airstriker,28356,1620
brute,airstriker,28357,460
brute,airstriker,28358,580
brute,airstriker,28359,1620
brute,airstriker,28360,420
brute,airstriker,28361,940
brute,airstriker,28362,1620
brute,airstriker,28363,500
brute,airstriker,28364,960
brute,airstriker,28365,760
brute,airstriker,28366,200
brute,airstriker,28367,1620
brute,airstriker,28368,1620
brute,airstriker,28369,300
brute,airstriker,28370,1620
brute,airstriker,28371,980
brute,airstriker,28372,520
brute,airstriker,28373,1620
brute,airstriker,28374,580
brute,airstriker,28375,640
brute,airstriker,28376,1620
brute,airstriker,28377,400
brute,airstriker,28378,480
brute,airstriker,28379,400
brute,airstriker,28380,1300
brute,airstriker,28381,540
brute,airstriker,28382,440
brute,airstriker,28383,420
brute,airstriker,28384,920
brute,airstriker,28385,240
brute,airstriker,28386,920
brute,airstriker,28387,1620
brute,airstriker,28388,1380
brute,airstriker,28389,1620
brute,airstriker,28390,1620
brute,airstriker,28391,860
brute,airstriker,28392,1620
brute,airstriker,28393,1620
brute,airstriker,28394,400
brute,airstriker,28395,900
brute,airstriker,28396,1620
brute,airstriker,28397,940
brute,airstriker,28398,1620
brute,airstriker,28399,960
brute,airstriker,28400,380
brute,airstriker,28401,1620
brute,airstriker,28402,1620
brute,airstriker,28403,960
brute,airstriker,28404,100
brute,airstriker,28405,1620
brute,airstriker,28406,1620
brute,airstriker,28407,1540
brute,airstriker,28408,1620
brute,airstriker,28409,680
brute,airstriker,28410,940
brute,airstriker,28411,760
brute,airstriker,28412,1440
brute,airstriker,28413,420
brute,airstriker,28414,460
brute,airstriker,28415,680
brute,airstriker,28416,1620
brute,airstriker,28417,240
brute,airstriker,28418,980
brute,airstriker,28419,1260
brute,airstriker,28420,920
brute,airstriker,28421,1420
brute,airstriker,28422,1620
brute,airstriker,28423,180
brute,airstriker,28424,520
brute,airstriker,28425,1020
brute,airstriker,28426,1620
brute,airstriker,28427,740
brute,airstriker,28428,140
brute,airstriker,28429,1620
brute,airstriker,28430,960
brute,airstriker,28431,1620
brute,airstriker,28432,560
brute,airstriker,28433,920
brute,airstriker,28434,500
brute,airstriker,28435,1620
brute,airstriker,28436,1040
brute,airstriker,28437,940
brute,airstriker,28438,980
brute,airstriker,28439,1620
brute,airstriker,28440,1620
brute,airstriker,28441,1620
brute,airstriker,28442,960
brute,airstriker,28443,420
brute,airstriker,28444,480
brute,airstriker,28445,940
brute,airstriker,28446,1620
brute,airstriker,28447,1440
brute,airstriker,28448,240
brute,airstriker,28449,900
brute,airstriker,28450,100
brute,airstriker,28451,1620
brute,airstriker,28452,660
brute,airstriker,28453,1620
brute,airstriker,28454,1620
brute,airstriker,28455,240
brute,airstriker,28456,1620
brute,airstriker,28457,1620
brute,airstriker,28458,660
brute,airstriker,28459,780
brute,airstriker,28460,1620
brute,airstriker,28461,780
brute,airstriker,28462,1620
brute,airstriker,28463,420
brute,airstriker,28464,520
brute,airstriker,28465,220
brute,airstriker,28466,920
brute,airstriker,28467,980
brute,airstriker,28468,920
brute,airstriker,28469,980
brute,airstriker,28470,1620
brute,airstriker,28471,920
brute,airstriker,28472,1620
brute,airstriker,28473,1460
brute,airstriker,28474,480
brute,airstriker,28475,1620
brute,airstriker,28476,260
brute,airstriker,28477,740
brute,airstriker,28478,600
brute,airstriker,28479,1620
brute,airstriker,28480,1620
brute,airstriker,28481,1620
brute,airstriker,28482,220
brute,airstriker,28483,180
brute,airstriker,28484,1620
brute,airstriker,28485,960
brute,airstriker,28486,1420
brute,airstriker,28487,480
brute,airstriker,28488,1620
brute,airstriker,28489,500
brute,airstriker,28490,1100
brute,airstriker,28491,1620
brute,airstriker,28492,1600
brute,airstriker,28493,520
brute,airstriker,28494,1620
brute,airstriker,28495,940
brute,airstriker,28496,420
brute,airstriker,28497,1200
brute,airstriker,28498,1100
brute,airstriker,28499,960
brute,airstriker,28500,520
brute,airstriker,28501,940
brute,airstriker,28502,240
brute,airstriker,28503,1620
brute,airstriker,28504,1620
brute,airstriker,28505,1620
brute,airstriker,28506,380
brute,airstriker,28507,1340
brute,airstriker,28508,360
brute,airstriker,28509,760
brute,airstriker,28510,1620
brute,airstriker,28511,1120
brute,airstriker,28512,840
brute,airstriker,28513,680
brute,airstriker,28514,1140
brute,airstriker,28515,1000
brute,airstriker,28516,360
brute,airstriker,28517,500
brute,airstriker,28518,1620
brute,airstriker,28519,620
brute,airstriker,28520,1620
brute,airstriker,28521,180
brute,airstriker,28522,920
brute,airstriker,28523,200
brute,airstriker,28524,1620
brute,airstriker,28525,1620
brute,airstriker,28526,1620
brute,airstriker,28527,1000
brute,airstriker,28528,1620
brute,airstriker,28529,380
brute,airstriker,28530,920
brute,airstriker,28531,1500
brute,airstriker,28532,1340
brute,airstriker,28533,1620
brute,airstriker,28534,460
brute,airstriker,28535,520
brute,airstriker,28536,1620
brute,airstriker,28537,1620
brute,airstriker,28538,1620
brute,airstriker,28539,1620
brute,airstriker,28540,1040
brute,airstriker,28541,720
brute,airstriker,28542,1440
brute,airstriker,28543,1040
brute,airstriker,28544,940
brute,airstriker,28545,960
brute,airstriker,28546,460
brute,airstriker,28547,1340
brute,airstriker,28548,1120
brute,airstriker,28549,1300
brute,airstriker,28550,120
brute,airstriker,28551,140
brute,airstriker,28552,1620
brute,airstriker,28553,640
brute,airstriker,28554,220
brute,airstriker,28555,1020
brute,airstriker,28556,980
brute,airstriker,28557,980
brute,airstriker,28558,1620
brute,airstriker,28559,120
brute,airstriker,28560,660
brute,airstriker,28561,1620
brute,airstriker,28562,1620
brute,airstriker,28563,500
brute,airstriker,28564,1620
brute,airstriker,28565,1620
brute,airstriker,28566,200
brute,airstriker,28567,1620
brute,airstriker,28568,460
brute,airstriker,28569,180
brute,airstriker,28570,980
brute,airstriker,28571,160
brute,airstriker,28572,420
brute,airstriker,28573,1580
brute,airstriker,28574,900
brute,airstriker,28575,240
brute,airstriker,28576,420
brute,airstriker,28577,1260
brute,airstriker,28578,480
brute,airstriker,28579,960
brute,airstriker,28580,420
brute,airstriker,28581,1380
brute,airstriker,28582,1620
brute,airstriker,28583,980
brute,airstriker,28584,560
brute,airstriker,28585,520
brute,airstriker,28586,1620
brute,airstriker,28587,740
brute,airstriker,28588,1620
brute,airstriker,28589,1620
brute,airstriker,28590,180
brute,airstriker,28591,880
brute,airstriker,28592,940
brute,airstriker,28593,940
brute,airstriker,28594,1020
brute,airstriker,28595,520
brute,airstriker,28596,1620
brute,airstriker,28597,180
brute,airstriker,28598,1420
brute,airstriker,28599,780
brute,airstriker,28600,340
brute,airstriker,28601,920
brute,airstriker,28602,480
brute,airstriker,28603,1620
brute,airstriker,28604,480
brute,airstriker,28605,760
brute,airstriker,28606,1620
brute,airstriker,28607,1620
brute,airstriker,28608,1620
brute,airstriker,28609,1620
brute,airstriker,28610,1620
brute,airstriker,28611,980
brute,airstriker,28612,500
brute,airstriker,28613,500
brute,airstriker,28614,1620
brute,airstriker,28615,180
brute,airstriker,28616,480
brute,airstriker,28617,120
brute,airstriker,28618,240
brute,airstriker,28619,500
brute,airstriker,28620,460
brute,airstriker,28621,1620
brute,airstriker,28622,1620
brute,airstriker,28623,1620
brute,airstriker,28624,680
brute,airstriker,28625,1620
brute,airstriker,28626,460
brute,airstriker,28627,1520
brute,airstriker,28628,940
brute,airstriker,28629,1620
brute,airstriker,28630,560
brute,airstriker,28631,200
brute,airstriker,28632,180
brute,airstriker,28633,240
brute,airstriker,28634,780
brute,airstriker,28635,940
brute,airstriker,28636,200
brute,airstriker,28637,1000
brute,airstriker,28638,740
brute,airstriker,28639,400
brute,airstriker,28640,1620
brute,airstriker,28641,820
brute,airstriker,28642,280
brute,airstriker,28643,1620
brute,airstriker,28644,1180
brute,airstriker,28645,620
brute,airstriker,28646,1620
brute,airstriker,28647,1180
brute,airstriker,28648,1620
brute,airstriker,28649,980
brute,airstriker,28650,180
brute,airstriker,28651,460
brute,airstriker,28652,560
brute,airstriker,28653,1620
brute,airstriker,28654,1620
brute,airstriker,28655,260
brute,airstriker,28656,1620
brute,airstriker,28657,560
brute,airstriker,28658,620
brute,airstriker,28659,240
brute,airstriker,28660,1620
brute,airstriker,28661,1620
brute,airstriker,28662,1620
brute,airstriker,28663,440
brute,airstriker,28664,220
brute,airstriker,28665,1320
brute,airstriker,28666,1000
brute,airstriker,28667,920
brute,airstriker,28668,860
brute,airstriker,28669,440
brute,airstriker,28670,580
brute,airstriker,28671,200
brute,airstriker,28672,1620
brute,airstriker,28673,820
brute,airstriker,28674,1620
brute,airstriker,28675,500
brute,airstriker,28676,1240
brute,airstriker,28677,460
brute,airstriker,28678,1280
brute,airstriker,28679,500
brute,airstriker,28680,980
brute,airstriker,28681,640
brute,airstriker,28682,940
brute,airstriker,28683,240
brute,airstriker,28684,1620
brute,airstriker,28685,200
brute,airstriker,28686,160
brute,airstriker,28687,200
brute,airstriker,28688,1620
brute,airstriker,28689,200
brute,airstriker,28690,520
brute,airstriker,28691,480
brute,airstriker,28692,1320
brute,airstriker,28693,420
brute,airstriker,28694,1620
brute,airstriker,28695,440
brute,airstriker,28696,660
brute,airstriker,28697,880
brute,airstriker,28698,960
brute,airstriker,28699,460
brute,airstriker,28700,1620
brute,airstriker,28701,340
brute,airstriker,28702,960
brute,airstriker,28703,240
brute,airstriker,28704,1620
brute,airstriker,28705,680
brute,airstriker,28706,960
brute,airstriker,28707,960
brute,airstriker,28708,960
brute,airstriker,28709,640
brute,airstriker,28710,400
brute,airstriker,28711,1620
brute,airstriker,28712,960
brute,airstriker,28713,460
brute,airstriker,28714,1620
brute,airstriker,28715,1620
brute,airstriker,28716,620
brute,airstriker,28717,580
brute,airstriker,28718,340
brute,airstriker,28719,1220
brute,airstriker,28720,1200
brute,airstriker,28721,520
brute,airstriker,28722,440
brute,airstriker,28723,720
brute,airstriker,28724,1620
brute,airstriker,28725,1620
brute,airstriker,28726,1620
brute,airstriker,28727,1620
brute,airstriker,28728,1620
brute,airstriker,28729,1620
brute,airstriker,28730,1620
brute,airstriker,28731,1620
brute,airstriker,28732,1620
brute,airstriker,28733,240
brute,airstriker,28734,1320
brute,airstriker,28735,1620
brute,airstriker,28736,260
brute,airstriker,28737,840
brute,airstriker,28738,1620
brute,airstriker,28739,600
brute,airstriker,28740,960
brute,airstriker,28741,920
brute,airstriker,28742,480
brute,airstriker,28743,1280
brute,airstriker,28744,1620
brute,airstriker,28745,1620
brute,airstriker,28746,1620
brute,airstriker,28747,280
brute,airstriker,28748,1240
brute,airstriker,28749,460
brute,airstriker,28750,1620
brute,airstriker,28751,620
brute,airstriker,28752,280
brute,airstriker,28753,500
brute,airstriker,28754,1620
brute,airstriker,28755,220
brute,airstriker,28756,1620
brute,airstriker,28757,520
brute,airstriker,28758,1620
brute,airstriker,28759,800
brute,airstriker,28760,1620
brute,airstriker,28761,1620
brute,airstriker,28762,1620
brute,airstriker,28763,620
brute,airstriker,28764,1620
brute,airstriker,28765,1620
brute,airstriker,28766,580
brute,airstriker,28767,1560
brute,airstriker,28768,1100
brute,airstriker,28769,200
brute,airstriker,28770,420
brute,airstriker,28771,200
brute,airstriker,28772,1620
brute,airstriker,28773,300
brute,airstriker,28774,1020
brute,airstriker,28775,1620
brute,airstriker,28776,1620
brute,airstriker,28777,920
brute,airstriker,28778,400
brute,airstriker,28779,400
brute,airstriker,28780,1620
brute,airstriker,28781,1380
brute,airstriker,28782,960
brute,airstriker,28783,200
brute,airstriker,28784,880
brute,airstriker,28785,400
brute,airstriker,28786,1620
brute,airstriker,28787,1620
brute,airstriker,28788,1620
brute,airstriker,28789,1620
brute,airstriker,28790,440
brute,airstriker,28791,340
brute,airstriker,28792,1620
brute,airstriker,28793,1620
brute,airstriker,28794,1620
brute,airstriker,28795,1420
brute,airstriker,28796,1620
brute,airstriker,28797,160
brute,airstriker,28798,1440
brute,airstriker,28799,580
brute,airstriker,28800,1620
brute,airstriker,28801,100
brute,airstriker,28802,1620
brute,airstriker,28803,1620
brute,airstriker,28804,440
brute,airstriker,28805,560
brute,airstriker,28806,1620
brute,airstriker,28807,240
brute,airstriker,28808,1620
brute,airstriker,28809,260
brute,airstriker,28810,960
brute,airstriker,28811,1620
brute,airstriker,28812,220
brute,airstriker,28813,840
brute,airstriker,28814,1620
brute,airstriker,28815,1620
brute,airstriker,28816,120
brute,airstriker,28817,940
brute,airstriker,28818,1000
brute,airstriker,28819,640
brute,airstriker,28820,1360
brute,airstriker,28821,1260
brute,airstriker,28822,980
brute,airstriker,28823,640
brute,airstriker,28824,980
brute,airstriker,28825,380
brute,airstriker,28826,1620
brute,airstriker,28827,960
brute,airstriker,28828,180
brute,airstriker,28829,1040
brute,airstriker,28830,1620
brute,airstriker,28831,1620
brute,airstriker,28832,1620
brute,airstriker,28833,1620
brute,airstriker,28834,520
brute,airstriker,28835,440
brute,airstriker,28836,480
brute,airstriker,28837,600
brute,airstriker,28838,1620
brute,airstriker,28839,620
brute,airstriker,28840,1020
brute,airstriker,28841,1620
brute,airstriker,28842,660
brute,airstriker,28843,460
brute,airstriker,28844,520
brute,airstriker,28845,200
brute,airstriker,28846,1620
brute,airstriker,28847,180
brute,airstriker,28848,540
brute,airstriker,28849,460
brute,airstriker,28850,220
brute,airstriker,28851,1620
brute,airstriker,28852,900
brute,airstriker,28853,1620
brute,airstriker,28854,920
brute,airstriker,28855,1620
brute,airstriker,28856,640
brute,airstriker,28857,640
brute,airstriker,28858,800
brute,airstriker,28859,1400
brute,airstriker,28860,700
brute,airstriker,28861,480
brute,airstriker,28862,1040
brute,airstriker,28863,460
brute,airstriker,28864,580
brute,airstriker,28865,980
brute,airstriker,28866,640
brute,airstriker,28867,920
brute,airstriker,28868,260
brute,airstriker,28869,1460
brute,airstriker,28870,200
brute,airstriker,28871,1180
brute,airstriker,28872,1500
brute,airstriker,28873,580
brute,airstriker,28874,120
brute,airstriker,28875,940
brute,airstriker,28876,1540
brute,airstriker,28877,1620
brute,airstriker,28878,1620
brute,airstriker,28879,360
brute,airstriker,28880,1620
brute,airstriker,28881,440
brute,airstriker,28882,360
brute,airstriker,28883,960
brute,airstriker,28884,340
brute,airstriker,28885,420
brute,airstriker,28886,540
brute,airstriker,28887,1620
brute,airstriker,28888,240
brute,airstriker,28889,1180
brute,airstriker,28890,540
brute,airstriker,28891,620
brute,airstriker,28892,1620
brute,airstriker,28893,780
brute,airstriker,28894,1620
brute,airstriker,28895,480
brute,airstriker,28896,620
brute,airstriker,28897,940
brute,airstriker,28898,1620
brute,airstriker,28899,940
brute,airstriker,28900,1620
brute,airstriker,28901,200
brute,airstriker,28902,540
brute,airstriker,28903,140
brute,airstriker,28904,520
brute,airstriker,28905,1040
brute,airstriker,28906,280
brute,airstriker,28907,1620
brute,airstriker,28908,1620
brute,airstriker,28909,560
brute,airstriker,28910,920
brute,airstriker,28911,200
brute,airstriker,28912,1120
brute,airstriker,28913,260
brute,airstriker,28914,1040
brute,airstriker,28915,600
brute,airstriker,28916,1620
brute,airstriker,28917,1620
brute,airstriker,28918,960
brute,airstriker,28919,1620
brute,airstriker,28920,760
brute,airstriker,28921,440
brute,airstriker,28922,280
brute,airstriker,28923,800
brute,airstriker,28924,900
brute,airstriker,28925,500
brute,airstriker,28926,1620
brute,airstriker,28927,1620
brute,airstriker,28928,400
brute,airstriker,28929,220
brute,airstriker,28930,460
brute,airstriker,28931,1620
brute,airstriker,28932,640
brute,airstriker,28933,360
brute,airstriker,28934,140
brute,airstriker,28935,840
brute,airstriker,28936,1620
brute,airstriker,28937,1620
brute,airstriker,28938,180
brute,airstriker,28939,160
brute,airstriker,28940,680
brute,airstriker,28941,1620
brute,airstriker,28942,1620
brute,airstriker,28943,200
brute,airstriker,28944,1620
brute,airstriker,28945,860
brute,airstriker,28946,260
brute,airstriker,28947,1620
brute,airstriker,28948,1240
brute,airstriker,28949,580
brute,airstriker,28950,1620
brute,airstriker,28951,400
brute,airstriker,28952,360
brute,airstriker,28953,500
brute,airstriker,28954,280
brute,airstriker,28955,1360
brute,airstriker,28956,220
brute,airstriker,28957,960
brute,airstriker,28958,900
brute,airstriker,28959,480
brute,airstriker,28960,520
brute,airstriker,28961,1620
brute,airstriker,28962,1620
brute,airstriker,28963,440
brute,airstriker,28964,1620
brute,airstriker,28965,1480
brute,airstriker,28966,1620
brute,airstriker,28967,540
brute,airstriker,28968,240
brute,airstriker,28969,980
brute,airstriker,28970,680
brute,airstriker,28971,960
brute,airstriker,28972,640
brute,airstriker,28973,1620
brute,airstriker,28974,620
brute,airstriker,28975,160
brute,airstriker,28976,1320
brute,airstriker,28977,1520
brute,airstriker,28978,680
