method,game,iter,reward
brute,airstriker,5885,1060
brute,airstriker,5886,1420
brute,airstriker,5887,680
brute,airstriker,5888,980
brute,airstriker,5889,1580
brute,airstriker,5890,1580
brute,airstriker,5891,300
brute,airstriker,5892,1580
brute,airstriker,5893,1020
brute,airstriker,5894,1580
brute,airstriker,5895,560
brute,airstriker,5896,1580
brute,airstriker,5897,960
brute,airstriker,5898,1580
brute,airstriker,5899,120
brute,airstriker,5900,1580
brute,airstriker,5901,1580
brute,airstriker,5902,1200
brute,airstriker,5903,480
brute,airstriker,5904,160
brute,airstriker,5905,480
brute,airstriker,5906,180
brute,airstriker,5907,220
brute,airstriker,5908,960
brute,airstriker,5909,960
brute,airstriker,5910,140
brute,airstriker,5911,240
brute,airstriker,5912,360
brute,airstriker,5913,680
brute,airstriker,5914,300
brute,airstriker,5915,560
brute,airstriker,5916,880
brute,airstriker,5917,1580
brute,airstriker,5918,1580
brute,airstriker,5919,940
brute,airstriker,5920,1580
brute,airstriker,5921,980
brute,airstriker,5922,1580
brute,airstriker,5923,240
brute,airstriker,5924,1580
brute,airstriker,5925,1240
brute,airstriker,5926,1580
brute,airstriker,5927,1580
brute,airstriker,5928,480
brute,airstriker,5929,940
brute,airstriker,5930,1420
brute,airstriker,5931,200
brute,airstriker,5932,980
brute,airstriker,5933,1580
brute,airstriker,5934,360
brute,airstriker,5935,400
brute,airstriker,5936,880
brute,airstriker,5937,1580
brute,airstriker,5938,200
brute,airstriker,5939,680
brute,airstriker,5940,360
brute,airstriker,5941,480
brute,airstriker,5942,980
brute,airstriker,5943,220
brute,airstriker,5944,720
brute,airstriker,5945,1580
brute,airstriker,5946,980
brute,airstriker,5947,660
brute,airstriker,5948,520
brute,airstriker,5949,1220
brute,airstriker,5950,420
brute,airstriker,5951,1580
brute,airstriker,5952,640
brute,airstriker,5953,1020
brute,airstriker,5954,1580
brute,airstriker,5955,1580
brute,airstriker,5956,700
brute,airstriker,5957,1580
brute,airstriker,5958,340
brute,airstriker,5959,1580
brute,airstriker,5960,140
brute,airstriker,5961,320
brute,airstriker,5962,1580
brute,airstriker,5963,1000
brute,airstriker,5964,1440
brute,airstriker,5965,1580
brute,airstriker,5966,1420
brute,airstriker,5967,440
brute,airstriker,5968,240
brute,airstriker,5969,420
brute,airstriker,5970,800
brute,airstriker,5971,1580
brute,airstriker,5972,960
brute,airstriker,5973,1460
brute,airstriker,5974,1300
brute,airstriker,5975,1120
brute,airstriker,5976,960
brute,airstriker,5977,440
brute,airstriker,5978,1580
brute,airstriker,5979,700
brute,airstriker,5980,1580
brute,airstriker,5981,980
brute,airstriker,5982,440
brute,airstriker,5983,240
brute,airstriker,5984,420
brute,airstriker,5985,1580
brute,airstriker,5986,560
brute,airstriker,5987,640
brute,airstriker,5988,940
brute,airstriker,5989,1080
brute,airstriker,5990,1580
brute,airstriker,5991,980
brute,airstriker,5992,420
brute,airstriker,5993,1580
brute,airstriker,5994,240
brute,airstriker,5995,980
brute,airstriker,5996,140
brute,airstriker,5997,1580
brute,airstriker,5998,1580
brute,airstriker,5999,1580
brute,airstriker,6000,1360
brute,airstriker,6001,1580
brute,airstriker,6002,980
brute,airstriker,6003,400
brute,airstriker,6004,600
brute,airstriker,6005,960
brute,airstriker,6006,380
brute,airstriker,6007,1580
brute,airstriker,6008,1580
brute,airstriker,6009,200
brute,airstriker,6010,520
brute,airstriker,6011,880
brute,airstriker,6012,1420
brute,airstriker,6013,1580
brute,airstriker,6014,1580
brute,airstriker,6015,920
brute,airstriker,6016,1580
brute,airstriker,6017,580
brute,airstriker,6018,220
brute,airstriker,6019,620
brute,airstriker,6020,1580
brute,airstriker,6021,400
brute,airstriker,6022,1580
brute,airstriker,6023,800
brute,airstriker,6024,1580
brute,airstriker,6025,1580
brute,airstriker,6026,680
brute,airstriker,6027,1580
brute,airstriker,6028,1580
brute,airstriker,6029,920
brute,airstriker,6030,960
brute,airstriker,6031,920
brute,airstriker,6032,1580
brute,airstriker,6033,1580
brute,airstriker,6034,1240
brute,airstriker,6035,180
brute,airstriker,6036,960
brute,airstriker,6037,1580
brute,airstriker,6038,1580
brute,airstriker,6039,960
brute,airstriker,6040,480
brute,airstriker,6041,560
brute,airstriker,6042,480
brute,airstriker,6043,460
brute,airstriker,6044,440
brute,airstriker,6045,1580
brute,airstriker,6046,680
brute,airstriker,6047,980
brute,airstriker,6048,1280
brute,airstriker,6049,240
brute,airstriker,6050,180
brute,airstriker,6051,180
brute,airstriker,6052,700
brute,airstriker,6053,1580
brute,airstriker,6054,620
brute,airstriker,6055,1580
brute,airstriker,6056,1580
brute,airstriker,6057,1420
brute,airstriker,6058,240
brute,airstriker,6059,180
brute,airstriker,6060,500
brute,airstriker,6061,1580
brute,airstriker,6062,620
brute,airstriker,6063,480
brute,airstriker,6064,140
brute,airstriker,6065,1160
brute,airstriker,6066,960
brute,airstriker,6067,260
brute,airstriker,6068,680
brute,airstriker,6069,1580
brute,airstriker,6070,1580
brute,airstriker,6071,180
brute,airstriker,6072,1580
brute,airstriker,6073,1420
brute,airstriker,6074,780
brute,airstriker,6075,460
brute,airstriker,6076,1260
brute,airstriker,6077,700
brute,airstriker,6078,520
brute,airstriker,6079,140
brute,airstriker,6080,1580
brute,airstriker,6081,1580
brute,airstriker,6082,340
brute,airstriker,6083,200
brute,airstriker,6084,440
brute,airstriker,6085,220
brute,airstriker,6086,1580
brute,airstriker,6087,580
brute,airstriker,6088,480
brute,airstriker,6089,1580
brute,airstriker,6090,820
brute,airstriker,6091,1580
brute,airstriker,6092,400
brute,airstriker,6093,1580
brute,airstriker,6094,960
brute,airstriker,6095,180
brute,airstriker,6096,1580
brute,airstriker,6097,140
brute,airstriker,6098,1580
brute,airstriker,6099,1580
brute,airstriker,6100,1580
brute,airstriker,6101,400
brute,airstriker,6102,480
brute,airstriker,6103,980
brute,airstriker,6104,1580
brute,airstriker,6105,1560
brute,airstriker,6106,520
brute,airstriker,6107,660
brute,airstriker,6108,160
brute,airstriker,6109,1580
brute,airstriker,6110,1420
brute,airstriker,6111,460
brute,airstriker,6112,980
brute,airstriker,6113,660
brute,airstriker,6114,700
brute,airstriker,6115,200
brute,airstriker,6116,160
brute,airstriker,6117,840
brute,airstriker,6118,440
brute,airstriker,6119,960
brute,airstriker,6120,960
brute,airstriker,6121,1420
brute,airstriker,6122,1580
brute,airstriker,6123,1580
brute,airstriker,6124,480
brute,airstriker,6125,460
brute,airstriker,6126,1380
brute,airstriker,6127,480
brute,airstriker,6128,1580
brute,airstriker,6129,1560
brute,airstriker,6130,1580
brute,airstriker,6131,640
brute,airstriker,6132,1580
brute,airstriker,6133,1580
brute,airstriker,6134,180
brute,airstriker,6135,1580
brute,airstriker,6136,220
brute,airstriker,6137,1580
brute,airstriker,6138,940
brute,airstriker,6139,480
brute,airstriker,6140,180
brute,airstriker,6141,580
brute,airstriker,6142,1420
brute,airstriker,6143,980
brute,airstriker,6144,500
brute,airstriker,6145,960
brute,airstriker,6146,680
brute,airstriker,6147,460
brute,airstriker,6148,500
brute,airstriker,6149,1460
brute,airstriker,6150,540
brute,airstriker,6151,180
brute,airstriker,6152,160
brute,airstriker,6153,1580
brute,airstriker,6154,1580
brute,airstriker,6155,460
brute,airstriker,6156,1580
brute,airstriker,6157,480
brute,airstriker,6158,200
brute,airstriker,6159,160
brute,airstriker,6160,1580
brute,airstriker,6161,140
brute,airstriker,6162,860
brute,airstriker,6163,200
brute,airstriker,6164,1580
brute,airstriker,6165,260
brute,airstriker,6166,300
brute,airstriker,6167,440
brute,airstriker,6168,1580
brute,airstriker,6169,220
brute,airstriker,6170,380
brute,airstriker,6171,1580
brute,airstriker,6172,180
brute,airstriker,6173,520
brute,airstriker,6174,940
brute,airstriker,6175,1580
brute,airstriker,6176,400
brute,airstriker,6177,1580
brute,airstriker,6178,1580
brute,airstriker,6179,740
brute,airstriker,6180,440
brute,airstriker,6181,780
brute,airstriker,6182,1580
brute,airstriker,6183,460
brute,airstriker,6184,1560
brute,airstriker,6185,1100
brute,airstriker,6186,520
brute,airstriker,6187,220
brute,airstriker,6188,1580
brute,airstriker,6189,1220
brute,airstriker,6190,440
brute,airstriker,6191,1480
brute,airstriker,6192,1580
brute,airstriker,6193,520
brute,airstriker,6194,500
brute,airstriker,6195,980
brute,airstriker,6196,1580
brute,airstriker,6197,180
brute,airstriker,6198,200
brute,airstriker,6199,200
brute,airstriker,6200,1460
brute,airstriker,6201,360
brute,airstriker,6202,460
brute,airstriker,6203,1580
brute,airstriker,6204,900
brute,airstriker,6205,960
brute,airstriker,6206,1580
brute,airstriker,6207,540
brute,airstriker,6208,560
brute,airstriker,6209,1580
brute,airstriker,6210,1580
brute,airstriker,6211,480
brute,airstriker,6212,180
brute,airstriker,6213,440
brute,airstriker,6214,520
brute,airstriker,6215,1580
brute,airstriker,6216,1580
brute,airstriker,6217,840
brute,airstriker,6218,240
brute,airstriker,6219,960
brute,airstriker,6220,1260
brute,airstriker,6221,1240
brute,airstriker,6222,1580
brute,airstriker,6223,920
brute,airstriker,6224,220
brute,airstriker,6225,140
brute,airstriker,6226,700
brute,airstriker,6227,1560
brute,airstriker,6228,920
brute,airstriker,6229,1160
brute,airstriker,6230,1580
brute,airstriker,6231,1580
brute,airstriker,6232,1580
brute,airstriker,6233,680
brute,airstriker,6234,1580
brute,airstriker,6235,900
brute,airstriker,6236,320
brute,airstriker,6237,1120
brute,airstriker,6238,1580
brute,airstriker,6239,1580
brute,airstriker,6240,1580
brute,airstriker,6241,1580
brute,airstriker,6242,1280
brute,airstriker,6243,220
brute,airstriker,6244,1580
brute,airstriker,6245,400
brute,airstriker,6246,340
brute,airstriker,6247,1180
brute,airstriker,6248,460
brute,airstriker,6249,960
brute,airstriker,6250,1580
brute,airstriker,6251,1000
brute,airstriker,6252,1580
brute,airstriker,6253,1320
brute,airstriker,6254,220
brute,airstriker,6255,420
brute,airstriker,6256,960
brute,airstriker,6257,580
brute,airstriker,6258,1580
brute,airstriker,6259,640
brute,airstriker,6260,680
brute,airstriker,6261,300
brute,airstriker,6262,1000
brute,airstriker,6263,660
brute,airstriker,6264,840
brute,airstriker,6265,960
brute,airstriker,6266,780
brute,airstriker,6267,1580
brute,airstriker,6268,1540
brute,airstriker,6269,900
brute,airstriker,6270,1040
brute,airstriker,6271,640
brute,airstriker,6272,860
brute,airstriker,6273,1580
brute,airstriker,6274,440
brute,airstriker,6275,1580
brute,airstriker,6276,660
brute,airstriker,6277,360
brute,airstriker,6278,500
brute,airstriker,6279,920
brute,airstriker,6280,920
brute,airstriker,6281,140
brute,airstriker,6282,940
brute,airstriker,6283,1440
brute,airstriker,6284,480
brute,airstriker,6285,920
brute,airstriker,6286,1580
brute,airstriker,6287,1580
brute,airstriker,6288,1020
brute,airstriker,6289,100
brute,airstriker,6290,680
brute,airstriker,6291,980
brute,airstriker,6292,1580
brute,airstriker,6293,480
brute,airstriker,6294,720
brute,airstriker,6295,1540
brute,airstriker,6296,780
brute,airstriker,6297,1580
brute,airstriker,6298,120
brute,airstriker,6299,660
brute,airstriker,6300,1580
brute,airstriker,6301,1180
brute,airstriker,6302,940
brute,airstriker,6303,1580
brute,airstriker,6304,1260
brute,airstriker,6305,1100
brute,airstriker,6306,440
brute,airstriker,6307,920
brute,airstriker,6308,1580
brute,airstriker,6309,1580
brute,airstriker,6310,1460
brute,airstriker,6311,440
brute,airstriker,6312,460
brute,airstriker,6313,1580
brute,airstriker,6314,300
brute,airstriker,6315,380
brute,airstriker,6316,420
brute,airstriker,6317,680
brute,airstriker,6318,1580
brute,airstriker,6319,400
brute,airstriker,6320,1580
brute,airstriker,6321,1580
brute,airstriker,6322,380
brute,airstriker,6323,1260
brute,airstriker,6324,1580
brute,airstriker,6325,620
brute,airstriker,6326,1580
brute,airstriker,6327,1580
brute,airstriker,6328,540
brute,airstriker,6329,420
brute,airstriker,6330,380
brute,airstriker,6331,320
brute,airstriker,6332,960
brute,airstriker,6333,440
brute,airstriker,6334,1580
brute,airstriker,6335,140
brute,airstriker,6336,440
brute,airstriker,6337,980
brute,airstriker,6338,500
brute,airstriker,6339,240
brute,airstriker,6340,200
brute,airstriker,6341,1580
brute,airstriker,6342,320
brute,airstriker,6343,260
brute,airstriker,6344,440
brute,airstriker,6345,240
brute,airstriker,6346,960
brute,airstriker,6347,1180
brute,airstriker,6348,400
brute,airstriker,6349,1580
brute,airstriker,6350,1460
brute,airstriker,6351,1580
brute,airstriker,6352,440
brute,airstriker,6353,920
brute,airstriker,6354,1580
brute,airstriker,6355,700
brute,airstriker,6356,1580
brute,airstriker,6357,220
brute,airstriker,6358,940
brute,airstriker,6359,820
brute,airstriker,6360,500
brute,airstriker,6361,280
brute,airstriker,6362,1000
brute,airstriker,6363,500
brute,airstriker,6364,960
brute,airstriker,6365,360
brute,airstriker,6366,300
brute,airstriker,6367,1580
brute,airstriker,6368,1580
brute,airstriker,6369,220
brute,airstriker,6370,480
brute,airstriker,6371,980
brute,airstriker,6372,440
brute,airstriker,6373,200
brute,airstriker,6374,1440
brute,airstriker,6375,1060
brute,airstriker,6376,1180
brute,airstriker,6377,620
brute,airstriker,6378,940
brute,airstriker,6379,980
brute,airstriker,6380,1340
brute,airstriker,6381,1580
brute,airstriker,6382,200
brute,airstriker,6383,1580
brute,airstriker,6384,480
brute,airstriker,6385,1580
brute,airstriker,6386,980
brute,airstriker,6387,1580
brute,airstriker,6388,640
brute,airstriker,6389,680
brute,airstriker,6390,1580
brute,airstriker,6391,1580
brute,airstriker,6392,700
brute,airstriker,6393,680
brute,airstriker,6394,1580
brute,airstriker,6395,940
brute,airstriker,6396,940
brute,airstriker,6397,920
brute,airstriker,6398,1580
brute,airstriker,6399,420
brute,airstriker,6400,460
brute,airstriker,6401,440
brute,airstriker,6402,1580
brute,airstriker,6403,900
brute,airstriker,6404,1580
brute,airstriker,6405,1580
brute,airstriker,6406,1580
brute,airstriker,6407,1480
brute,airstriker,6408,980
brute,airstriker,6409,460
brute,airstriker,6410,940
brute,airstriker,6411,1580
brute,airstriker,6412,1220
brute,airstriker,6413,940
brute,airstriker,6414,520
brute,airstriker,6415,1580
brute,airstriker,6416,700
brute,airstriker,6417,920
brute,airstriker,6418,1400
brute,airstriker,6419,220
brute,airstriker,6420,440
brute,airstriker,6421,420
brute,airstriker,6422,540
brute,airstriker,6423,100
brute,airstriker,6424,100
brute,airstriker,6425,260
brute,airstriker,6426,320
brute,airstriker,6427,960
brute,airstriker,6428,1580
brute,airstriker,6429,980
brute,airstriker,6430,240
brute,airstriker,6431,240
brute,airstriker,6432,400
brute,airstriker,6433,1580
brute,airstriker,6434,860
brute,airstriker,6435,940
brute,airstriker,6436,500
brute,airstriker,6437,980
brute,airstriker,6438,220
brute,airstriker,6439,1180
brute,airstriker,6440,940
brute,airstriker,6441,1580
brute,airstriker,6442,460
brute,airstriker,6443,1020
brute,airstriker,6444,400
brute,airstriker,6445,440
brute,airstriker,6446,1580
brute,airstriker,6447,1580
brute,airstriker,6448,1580
brute,airstriker,6449,660
brute,airstriker,6450,920
brute,airstriker,6451,1300
brute,airstriker,6452,220
brute,airstriker,6453,940
brute,airstriker,6454,440
brute,airstriker,6455,840
brute,airstriker,6456,680
brute,airstriker,6457,1580
brute,airstriker,6458,220
brute,airstriker,6459,680
brute,airstriker,6460,480
brute,airstriker,6461,1420
brute,airstriker,6462,940
brute,airstriker,6463,280
brute,airstriker,6464,160
brute,airstriker,6465,1580
brute,airstriker,6466,1580
brute,airstriker,6467,920
brute,airstriker,6468,440
brute,airstriker,6469,160
brute,airstriker,6470,1580
brute,airstriker,6471,940
brute,airstriker,6472,1400
brute,airstriker,6473,1580
brute,airstriker,6474,1580
brute,airstriker,6475,460
brute,airstriker,6476,1580
brute,airstriker,6477,160
brute,airstriker,6478,1320
brute,airstriker,6479,520
brute,airstriker,6480,900
brute,airstriker,6481,660
brute,airstriker,6482,620
brute,airstriker,6483,1580
brute,airstriker,6484,1580
brute,airstriker,6485,1580
brute,airstriker,6486,1340
brute,airstriker,6487,1580
brute,airstriker,6488,720
brute,airstriker,6489,460
brute,airstriker,6490,1580
brute,airstriker,6491,480
brute,airstriker,6492,420
brute,airstriker,6493,220
brute,airstriker,6494,1080
brute,airstriker,6495,1560
brute,airstriker,6496,1580
brute,airstriker,6497,420
brute,airstriker,6498,1000
brute,airstriker,6499,1360
brute,airstriker,6500,500
brute,airstriker,6501,660
brute,airstriker,6502,920
brute,airstriker,6503,1580
brute,airstriker,6504,200
brute,airstriker,6505,400
brute,airstriker,6506,1240
brute,airstriker,6507,1580
brute,airstriker,6508,240
brute,airstriker,6509,280
brute,airstriker,6510,880
brute,airstriker,6511,1000
brute,airstriker,6512,300
brute,airstriker,6513,1240
brute,airstriker,6514,1560
brute,airstriker,6515,280
brute,airstriker,6516,1580
brute,airstriker,6517,120
brute,airstriker,6518,1580
brute,airstriker,6519,340
brute,airstriker,6520,1580
brute,airstriker,6521,940
brute,airstriker,6522,620
brute,airstriker,6523,640
brute,airstriker,6524,1580
brute,airstriker,6525,1580
brute,airstriker,6526,600
brute,airstriker,6527,480
brute,airstriker,6528,1580
brute,airstriker,6529,1580
brute,airstriker,6530,920
brute,airstriker,6531,1580
brute,airstriker,6532,920
brute,airstriker,6533,120
brute,airstriker,6534,1580
brute,airstriker,6535,380
brute,airstriker,6536,1580
brute,airstriker,6537,1180
brute,airstriker,6538,200
brute,airstriker,6539,1580
brute,airstriker,6540,1580
brute,airstriker,6541,160
brute,airstriker,6542,700
brute,airstriker,6543,640
brute,airstriker,6544,980
brute,airstriker,6545,420
brute,airstriker,6546,160
brute,airstriker,6547,960
brute,airstriker,6548,140
brute,airstriker,6549,260
brute,airstriker,6550,1580
brute,airstriker,6551,800
brute,airstriker,6552,960
brute,airstriker,6553,1580
brute,airstriker,6554,1580
brute,airstriker,6555,1580
brute,airstriker,6556,1580
brute,airstriker,6557,1120
brute,airstriker,6558,560
brute,airstriker,6559,240
brute,airstriker,6560,220
brute,airstriker,6561,260
brute,airstriker,6562,920
brute,airstriker,6563,120
brute,airstriker,6564,960
brute,airstriker,6565,1460
brute,airstriker,6566,180
brute,airstriker,6567,740
brute,airstriker,6568,1580
brute,airstriker,6569,1300
brute,airstriker,6570,220
brute,airstriker,6571,240
brute,airstriker,6572,320
brute,airstriker,6573,1580
brute,airstriker,6574,480
brute,airstriker,6575,1580
brute,airstriker,6576,520
brute,airstriker,6577,1580
brute,airstriker,6578,240
brute,airstriker,6579,1580
brute,airstriker,6580,960
brute,airstriker,6581,1580
brute,airstriker,6582,1580
brute,airstriker,6583,840
brute,airstriker,6584,1580
brute,airstriker,6585,1220
brute,airstriker,6586,980
brute,airstriker,6587,460
brute,airstriker,6588,1460
brute,airstriker,6589,400
brute,airstriker,6590,1580
brute,airstriker,6591,1580
brute,airstriker,6592,1580
brute,airstriker,6593,900
brute,airstriker,6594,920
brute,airstriker,6595,1480
brute,airstriker,6596,1580
brute,airstriker,6597,1580
brute,airstriker,6598,680
brute,airstriker,6599,1580
brute,airstriker,6600,980
brute,airstriker,6601,1360
brute,airstriker,6602,680
brute,airstriker,6603,480
brute,airstriker,6604,500
brute,airstriker,6605,180
brute,airstriker,6606,1580
brute,airstriker,6607,620
brute,airstriker,6608,1580
brute,airstriker,6609,600
brute,airstriker,6610,520
brute,airstriker,6611,500
brute,airstriker,6612,1580
brute,airstriker,6613,980
brute,airstriker,6614,440
brute,airstriker,6615,520
brute,airstriker,6616,560
brute,airstriker,6617,460
brute,airstriker,6618,960
brute,airstriker,6619,1580
brute,airstriker,6620,1020
brute,airstriker,6621,1400
brute,airstriker,6622,920
brute,airstriker,6623,900
brute,airstriker,6624,700
brute,airstriker,6625,1580
brute,airstriker,6626,1580
brute,airstriker,6627,1600
brute,airstriker,6628,960
brute,airstriker,6629,1600
brute,airstriker,6630,920
brute,airstriker,6631,1080
brute,airstriker,6632,840
brute,airstriker,6633,1600
brute,airstriker,6634,1180
brute,airstriker,6635,1600
brute,airstriker,6636,1180
brute,airstriker,6637,940
brute,airstriker,6638,560
brute,airstriker,6639,500
brute,airstriker,6640,1600
brute,airstriker,6641,1600
brute,airstriker,6642,1020
brute,airstriker,6643,1600
brute,airstriker,6644,240
brute,airstriker,6645,940
brute,airstriker,6646,160
brute,airstriker,6647,1600
brute,airstriker,6648,920
brute,airstriker,6649,940
brute,airstriker,6650,1320
brute,airstriker,6651,1600
brute,airstriker,6652,220
brute,airstriker,6653,1240
brute,airstriker,6654,1600
brute,airstriker,6655,1600
brute,airstriker,6656,1600
brute,airstriker,6657,620
brute,airstriker,6658,1600
brute,airstriker,6659,380
brute,airstriker,6660,1600
brute,airstriker,6661,1560
brute,airstriker,6662,720
brute,airstriker,6663,260
brute,airstriker,6664,500
brute,airstriker,6665,1600
brute,airstriker,6666,420
brute,airstriker,6667,1600
brute,airstriker,6668,1600
brute,airstriker,6669,120
brute,airstriker,6670,1600
brute,airstriker,6671,1060
brute,airstriker,6672,420
brute,airstriker,6673,620
brute,airstriker,6674,260
brute,airstriker,6675,300
brute,airstriker,6676,1600
brute,airstriker,6677,1440
brute,airstriker,6678,1600
brute,airstriker,6679,620
brute,airstriker,6680,1600
brute,airstriker,6681,180
brute,airstriker,6682,520
brute,airstriker,6683,760
brute,airstriker,6684,1600
brute,airstriker,6685,420
brute,airstriker,6686,1600
brute,airstriker,6687,1600
brute,airstriker,6688,200
brute,airstriker,6689,940
brute,airstriker,6690,840
brute,airstriker,6691,1600
brute,airstriker,6692,1340
brute,airstriker,6693,1600
brute,airstriker,6694,1600
brute,airstriker,6695,220
brute,airstriker,6696,540
brute,airstriker,6697,820
brute,airstriker,6698,160
brute,airstriker,6699,1600
brute,airstriker,6700,1600
brute,airstriker,6701,1600
brute,airstriker,6702,400
brute,airstriker,6703,620
brute,airstriker,6704,860
brute,airstriker,6705,500
brute,airstriker,6706,380
brute,airstriker,6707,1000
brute,airstriker,6708,560
brute,airstriker,6709,920
brute,airstriker,6710,940
brute,airstriker,6711,940
brute,airstriker,6712,480
brute,airstriker,6713,560
brute,airstriker,6714,1600
brute,airstriker,6715,920
brute,airstriker,6716,500
brute,airstriker,6717,320
brute,airstriker,6718,180
brute,airstriker,6719,820
brute,airstriker,6720,160
brute,airstriker,6721,980
brute,airstriker,6722,240
brute,airstriker,6723,1320
brute,airstriker,6724,340
brute,airstriker,6725,980
brute,airstriker,6726,680
brute,airstriker,6727,240
brute,airstriker,6728,440
brute,airstriker,6729,1360
brute,airstriker,6730,1600
brute,airstriker,6731,540
brute,airstriker,6732,580
brute,airstriker,6733,960
brute,airstriker,6734,80
brute,airstriker,6735,1480
brute,airstriker,6736,1600
brute,airstriker,6737,220
brute,airstriker,6738,1600
brute,airstriker,6739,1600
brute,airstriker,6740,160
brute,airstriker,6741,180
brute,airstriker,6742,1600
brute,airstriker,6743,520
brute,airstriker,6744,460
brute,airstriker,6745,220
brute,airstriker,6746,1600
brute,airstriker,6747,1600
brute,airstriker,6748,180
brute,airstriker,6749,1600
brute,airstriker,6750,500
brute,airstriker,6751,1060
brute,airstriker,6752,420
brute,airstriker,6753,540
brute,airstriker,6754,980
brute,airstriker,6755,1600
brute,airstriker,6756,1600
brute,airstriker,6757,960
brute,airstriker,6758,480
brute,airstriker,6759,960
brute,airstriker,6760,380
brute,airstriker,6761,1600
brute,airstriker,6762,580
brute,airstriker,6763,1460
brute,airstriker,6764,1600
brute,airstriker,6765,200
brute,airstriker,6766,640
brute,airstriker,6767,240
brute,airstriker,6768,480
brute,airstriker,6769,840
brute,airstriker,6770,1600
brute,airstriker,6771,460
brute,airstriker,6772,460
brute,airstriker,6773,1600
brute,airstriker,6774,960
brute,airstriker,6775,400
brute,airstriker,6776,920
brute,airstriker,6777,180
brute,airstriker,6778,520
brute,airstriker,6779,1600
brute,airstriker,6780,760
brute,airstriker,6781,380
brute,airstriker,6782,240
brute,airstriker,6783,1600
brute,airstriker,6784,740
brute,airstriker,6785,1600
brute,airstriker,6786,500
brute,airstriker,6787,1360
brute,airstriker,6788,960
brute,airstriker,6789,1600
brute,airstriker,6790,960
brute,airstriker,6791,780
brute,airstriker,6792,1600
brute,airstriker,6793,920
brute,airstriker,6794,440
brute,airstriker,6795,980
brute,airstriker,6796,980
brute,airstriker,6797,820
brute,airstriker,6798,1420
brute,airstriker,6799,1600
brute,airstriker,6800,960
brute,airstriker,6801,1600
brute,airstriker,6802,1240
brute,airstriker,6803,200
brute,airstriker,6804,160
brute,airstriker,6805,1460
brute,airstriker,6806,560
brute,airstriker,6807,960
brute,airstriker,6808,980
brute,airstriker,6809,240
brute,airstriker,6810,200
brute,airstriker,6811,420
brute,airstriker,6812,1400
brute,airstriker,6813,260
brute,airstriker,6814,900
brute,airstriker,6815,1600
brute,airstriker,6816,300
brute,airstriker,6817,1040
brute,airstriker,6818,540
brute,airstriker,6819,260
brute,airstriker,6820,360
brute,airstriker,6821,340
brute,airstriker,6822,480
brute,airstriker,6823,1260
brute,airstriker,6824,1360
brute,airstriker,6825,1420
brute,airstriker,6826,980
brute,airstriker,6827,1600
brute,airstriker,6828,1600
brute,airstriker,6829,1600
brute,airstriker,6830,960
brute,airstriker,6831,920
brute,airstriker,6832,1600
brute,airstriker,6833,240
brute,airstriker,6834,1600
brute,airstriker,6835,260
brute,airstriker,6836,1600
brute,airstriker,6837,920
brute,airstriker,6838,260
brute,airstriker,6839,1600
brute,airstriker,6840,440
brute,airstriker,6841,1600
brute,airstriker,6842,1600
brute,airstriker,6843,940
brute,airstriker,6844,1600
brute,airstriker,6845,1460
brute,airstriker,6846,240
brute,airstriker,6847,480
brute,airstriker,6848,900
brute,airstriker,6849,260
brute,airstriker,6850,200
brute,airstriker,6851,660
brute,airstriker,6852,1600
brute,airstriker,6853,180
brute,airstriker,6854,780
brute,airstriker,6855,1240
brute,airstriker,6856,500
brute,airstriker,6857,1600
brute,airstriker,6858,1600
brute,airstriker,6859,480
brute,airstriker,6860,220
brute,airstriker,6861,480
brute,airstriker,6862,720
brute,airstriker,6863,400
brute,airstriker,6864,260
brute,airstriker,6865,380
brute,airstriker,6866,440
brute,airstriker,6867,180
brute,airstriker,6868,1100
brute,airstriker,6869,1320
brute,airstriker,6870,220
brute,airstriker,6871,480
brute,airstriker,6872,280
brute,airstriker,6873,1540
brute,airstriker,6874,160
brute,airstriker,6875,240
brute,airstriker,6876,1220
brute,airstriker,6877,1600
brute,airstriker,6878,1600
brute,airstriker,6879,440
brute,airstriker,6880,1600
brute,airstriker,6881,440
brute,airstriker,6882,940
brute,airstriker,6883,180
brute,airstriker,6884,460
brute,airstriker,6885,120
brute,airstriker,6886,660
brute,airstriker,6887,1600
brute,airstriker,6888,760
brute,airstriker,6889,1600
brute,airstriker,6890,500
brute,airstriker,6891,1600
brute,airstriker,6892,180
brute,airstriker,6893,1600
brute,airstriker,6894,380
brute,airstriker,6895,740
brute,airstriker,6896,1600
brute,airstriker,6897,1600
brute,airstriker,6898,1600
brute,airstriker,6899,1600
brute,airstriker,6900,1600
brute,airstriker,6901,280
brute,airstriker,6902,420
brute,airstriker,6903,420
brute,airstriker,6904,1600
brute,airstriker,6905,520
brute,airstriker,6906,420
brute,airstriker,6907,420
brute,airstriker,6908,220
brute,airstriker,6909,980
brute,airstriker,6910,1600
brute,airstriker,6911,1600
brute,airstriker,6912,1600
brute,airstriker,6913,1400
brute,airstriker,6914,680
brute,airstriker,6915,760
brute,airstriker,6916,580
brute,airstriker,6917,1600
brute,airstriker,6918,1380
brute,airstriker,6919,1600
brute,airstriker,6920,1480
brute,airstriker,6921,960
brute,airstriker,6922,760
brute,airstriker,6923,980
brute,airstriker,6924,1600
brute,airstriker,6925,700
brute,airstriker,6926,900
brute,airstriker,6927,1120
